Registry,Assignment,Organization Name,Organization Address
MA-L,54FA3E,"Samsung Electronics Co.,Ltd","129,SamsungRo,Yeongtong-Gu Suwon Gyeonggi-Do  443742 "
MA-L,0821EF,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,A0CBFD,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,34145F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,CCB11A,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,509EA7,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,DCCF96,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B8BBAF,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,60C5AD,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,D85B2A,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,ACC33A,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B43A28,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,9401C2,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,4C3C16,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,94D771,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B85E7B,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,C462EA,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F06BCA,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BC20A4,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,14F42A,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BC851F,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,4844F7,"Samsung Electronics Co., LTD","416, Maetan-3dong, Yeongtong-gu Suwon Gyeonggi-do KR 443742 "
MA-L,606BBD,"Samsung Electronics Co., LTD","416, Maetan-3dong, Yeongtong-gu Suwon-si Gyeonggi-do KR 443742 "
MA-L,D0C1B1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F008F1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,3816D1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,78471D,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,D48890,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,ECE09B,"Samsung electronics CO., LTD","416, Maetan-3dong, Yeongtong-gu, Suwon-City Gyeonggi-do KR 443-742 "
MA-L,34C3AC,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,44F459,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,00265F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,002566,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,0023D6,"Samsung Electronics Co.,LTD","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,002491,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,001DF6,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,001B98,"Samsung Electronics Co., Ltd.","#94-1, Imsoo-Dong GUMI Gyeong-Buk KR 730-350 "
MA-L,0015B9,"Samsung Electronics Co., Ltd.",#94-1 Gumi-City Gyeong-Buk KR 730-350 
MA-L,0000F0,"SAMSUNG ELECTRONICS CO., LTD.","416, MAETAN-3DONG, PALDAL-GU   KR 442-742 "
MA-L,ACEE9E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,C08997,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,2827BF,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F05B7B,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,7CF90E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,AC5A14,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B0C559,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BCD11F,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,A0B4A5,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,80656D,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,48137E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,E83A12,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,9C0298,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,6C8336,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B8C68E,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,74458A,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,A49A58,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B4EF39,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,14A364,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,3CA10D,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,206E9C,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,183F47,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,0C715D,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,0C1420,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,A80600,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,6CF373,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,90F1AA,"Samsung Electronics Co.,Ltd","129,SamsungRo,Yeongtong-Gu Suwon Gyeonggi-Do  443742 "
MA-L,C4576E,"Samsung Electronics Co.,Ltd","129,SamsungRo,Yeongtong-Gu Suwon Gyeonggi-Do  443742 "
MA-L,78BDBC,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,78C3E9,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,C83870,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,288335,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,44783E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,202D07,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,98398E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,348A7B,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BC765E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,78009E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,301966,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,CC07AB,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,E84E84,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,50FC9F,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,6CB7F4,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,C06599,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,182666,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,28BAB5,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,103B59,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BC72B1,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,78F7BE,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,889B39,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,E432CB,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,50B7C3,"Samsung Electronics CO., LTD","416, Maetan 3Dong, Yeongtong-Gu Suwon Geyonggi KR 443742 "
MA-L,70F927,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,5CE8EB,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B8D9CE,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F0E77E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BCB1F3,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,38ECE4,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,CCF9E8,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,D0667B,"Samsung Electronics Co., LTD","416, Maetan-3dong, Yeongtong-gu Suwon Gyeonggi-do KR 443742 "
MA-L,101DC0,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F49F54,Samsung Electronics,"#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,E8E5D6,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,5492BE,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,444E1A,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,00214C,"SAMSUNG ELECTRONICS CO., LTD.","416, METAN-3DONG, SUWON KYUNGKI-DO KR 442-742 "
MA-L,0021D1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,001EE1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,0018AF,"Samsung Electronics Co., Ltd.",#94-1 Gumi-City Gyeong-Buk KR 730-350 
MA-L,001632,"SAMSUNG ELECTRONICS CO., LTD.","416, METAN-3DONG, SUWON KYUNGKI-DO KR 442-742 "
MA-L,001377,"Samsung Electronics CO., LTD","416, Maetan 3Dong, Yeongtong-Gu Suwon Geyonggi KR 443742 "
MA-L,9CD35B,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,60AF6D,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B85A73,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,103047,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,109266,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B047BF,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,7C0BC6,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,804E81,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,244B81,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,50A4C8,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,8425DB,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,D8C4E9,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,50C8E5,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,446D6C,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,38D40B,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,647791,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,781FDB,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,08FC88,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,30C7AE,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,18227E,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,00F46F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,BC1485,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,9CE6E7,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,380195,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,5CF6DC,"Samsung Electronics Co.,Ltd","129,SamsungRo,Yeongtong-Gu Suwon Gyeonggi-Do  443742 "
MA-L,1077B1,"Samsung Electronics Co.,Ltd","129,SamsungRo,Yeongtong-Gu Suwon Gyeonggi-Do  443742 "
MA-L,508569,"Samsung Electronics Co.,Ltd","129,SamsungRo,Yeongtong-Gu Suwon Gyeonggi-Do  443742 "
MA-L,40163B,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 443742 "
MA-L,70288B,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
